1,2,0.003,0.014,0.461,175,250,200,0,0,1,-360,360,1
1,3,0.055,0.211,0.057,175,208,220,0,0,1,-360,360,1
1,5,0.022,0.085,0.023,175,208,220,0,0,1,-360,360,1
2,4,0.033,0.127,0.034,175,208,220,0,0,1,-360,360,1
2,6,0.05,0.192,0.052,175,208,220,0,0,1,-360,360,1
3,9,0.031,0.119,0.032,175,208,220,0,0,1,-360,360,1
3,24,0.002,0.084,0,400,510,600,1.015,0,1,-360,360,1
4,9,0.027,0.104,0.028,175,208,220,0,0,1,-360,360,1
5,10,0.022,0.088,0.024,175,208,220,0,0,1,-360,360,1
6,10,0.014,0.061,2.459,400,193,200,0,0,1,-360,360,1
7,8,0.016,0.061,0.017,175,208,220,0,0,1,-360,360,1
8,9,0.043,0.165,0.045,175,208,220,0,0,1,-360,360,1
8,10,0.043,0.165,0.045,175,208,220,0,0,1,-360,360,1
9,11,0.002,0.084,0,400,510,600,1.03,0,1,-360,360,1
9,12,0.002,0.084,0,400,510,600,1.03,0,1,-360,360,1
10,11,0.002,0.084,0,400,510,600,1.015,0,1,-360,360,1
10,12,0.002,0.084,0,400,510,600,1.015,0,1,-360,360,1
11,13,0.006,0.048,0.1,500,600,625,0,0,1,-360,360,1
11,14,0.005,0.042,0.088,500,625,625,0,0,1,-360,360,1
12,13,0.006,0.048,0.1,500,625,625,0,0,1,-360,360,1
12,23,0.012,0.097,0.203,500,625,625,0,0,1,-360,360,1
13,23,0.011,0.087,0.182,500,625,625,0,0,1,-360,360,1
14,16,0.005,0.059,0.082,500,625,625,0,0,1,-360,360,1
15,16,0.002,0.017,0.036,500,600,625,0,0,1,-360,360,1
15,21,0.006,0.049,0.103,500,600,625,0,0,1,-360,360,1
15,21,0.006,0.049,0.103,500,600,625,0,0,1,-360,360,1
15,24,0.007,0.052,0.109,500,600,625,0,0,1,-360,360,1
16,17,0.003,0.026,0.055,500,600,625,0,0,1,-360,360,1
16,19,0.003,0.023,0.049,500,600,625,0,0,1,-360,360,1
17,18,0.002,0.014,0.03,500,600,625,0,0,1,-360,360,1
17,22,0.014,0.105,0.221,500,600,625,0,0,1,-360,360,1
18,21,0.003,0.026,0.055,500,600,625,0,0,1,-360,360,1
18,21,0.003,0.026,0.055,500,600,625,0,0,1,-360,360,1
19,20,0.005,0.04,0.083,500,600,625,0,0,1,-360,360,1
19,20,0.005,0.04,0.083,500,600,625,0,0,1,-360,360,1
20,23,0.003,0.022,0.046,500,600,625,0,0,1,-360,360,1
20,23,0.003,0.022,0.046,500,600,625,0,0,1,-360,360,1
21,22,0.009,0.068,0.142,500,600,625,0,0,1,-360,360,1
1,2,0.003,0.014,0.461,175,250,200,0,0,1,-360,360,2
1,3,0.055,0.211,0.057,175,208,220,0,0,1,-360,360,2
1,5,0.022,0.085,0.023,175,208,220,0,0,1,-360,360,2
2,4,0.033,0.127,0.034,175,208,220,0,0,1,-360,360,2
2,6,0.05,0.192,0.052,175,208,220,0,0,1,-360,360,2
3,9,0.031,0.119,0.032,175,208,220,0,0,1,-360,360,2
3,24,0.002,0.084,0,400,510,600,1.015,0,1,-360,360,2
4,9,0.027,0.104,0.028,175,208,220,0,0,1,-360,360,2
5,10,0.022,0.088,0.024,175,208,220,0,0,1,-360,360,2
6,10,0.014,0.061,2.459,400,193,200,0,0,1,-360,360,2
7,8,0.016,0.061,0.017,175,208,220,0,0,1,-360,360,2
8,9,0.043,0.165,0.045,175,208,220,0,0,1,-360,360,2
8,10,0.043,0.165,0.045,175,208,220,0,0,1,-360,360,2
9,11,0.002,0.084,0,400,510,600,1.03,0,1,-360,360,2
9,12,0.002,0.084,0,400,510,600,1.03,0,1,-360,360,2
10,11,0.002,0.084,0,400,510,600,1.015,0,1,-360,360,2
10,12,0.002,0.084,0,400,510,600,1.015,0,1,-360,360,2
11,13,0.006,0.048,0.1,500,600,625,0,0,1,-360,360,2
11,14,0.005,0.042,0.088,500,625,625,0,0,1,-360,360,2
12,13,0.006,0.048,0.1,500,625,625,0,0,1,-360,360,2
12,23,0.012,0.097,0.203,500,625,625,0,0,1,-360,360,2
13,23,0.011,0.087,0.182,500,625,625,0,0,1,-360,360,2
14,16,0.005,0.059,0.082,500,625,625,0,0,1,-360,360,2
15,16,0.002,0.017,0.036,500,600,625,0,0,1,-360,360,2
15,21,0.006,0.049,0.103,500,600,625,0,0,1,-360,360,2
15,21,0.006,0.049,0.103,500,600,625,0,0,1,-360,360,2
15,24,0.007,0.052,0.109,500,600,625,0,0,1,-360,360,2
16,17,0.003,0.026,0.055,500,600,625,0,0,1,-360,360,2
16,19,0.003,0.023,0.049,500,600,625,0,0,1,-360,360,2
17,18,0.002,0.014,0.03,500,600,625,0,0,1,-360,360,2
17,22,0.014,0.105,0.221,500,600,625,0,0,1,-360,360,2
18,21,0.003,0.026,0.055,500,600,625,0,0,1,-360,360,2
18,21,0.003,0.026,0.055,500,600,625,0,0,1,-360,360,2
19,20,0.005,0.04,0.083,500,600,625,0,0,1,-360,360,2
19,20,0.005,0.04,0.083,500,600,625,0,0,1,-360,360,2
20,23,0.003,0.022,0.046,500,600,625,0,0,1,-360,360,2
20,23,0.003,0.022,0.046,500,600,625,0,0,1,-360,360,2
21,22,0.009,0.068,0.142,500,600,625,0,0,1,-360,360,2
1,2,0,0.001,0,500,600,625,0,0,1,-360,360,3
