1,10,0,10,0,1.035,100,1,20,16,0,0,0,0,0,0,0,0,0,0,0,1
1,10,0,10,0,1.035,100,1,20,16,0,0,0,0,0,0,0,0,0,0,0,1
1,76,14.1,30,-25,1.035,100,1,76,15.2,0,0,0,0,0,0,0,0,0,0,0,1
1,76,14.1,30,-25,1.035,100,1,76,15.2,0,0,0,0,0,0,0,0,0,0,0,1
2,10,0,10,0,1.035,100,1,20,16,0,0,0,0,0,0,0,0,0,0,0,1
2,10,0,10,0,1.035,100,1,20,16,0,0,0,0,0,0,0,0,0,0,0,1
2,76,7,30,-25,1.035,100,1,76,15.2,0,0,0,0,0,0,0,0,0,0,0,1
2,76,7,30,-25,1.035,100,1,76,15.2,0,0,0,0,0,0,0,0,0,0,0,1
7,80,17.2,60,0,1.025,100,1,100,25,0,0,0,0,0,0,0,0,0,0,0,1
7,80,17.2,60,0,1.025,100,1,100,25,0,0,0,0,0,0,0,0,0,0,0,1
13,95.1,40.7,80,0,1.02,100,1,197,69,0,0,0,0,0,0,0,0,0,0,0,1
13,95.1,40.7,80,0,1.02,100,1,197,69,0,0,0,0,0,0,0,0,0,0,0,1
13,95.1,40.7,80,0,1.02,100,1,197,69,0,0,0,0,0,0,0,0,0,0,0,1
14,0,13.7,200,-50,0.98,100,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
15,12,0,6,0,1.014,100,1,12,2.4,0,0,0,0,0,0,0,0,0,0,0,1
15,12,0,6,0,1.014,100,1,12,2.4,0,0,0,0,0,0,0,0,0,0,0,1
15,12,0,6,0,1.014,100,1,12,2.4,0,0,0,0,0,0,0,0,0,0,0,1
15,12,0,6,0,1.014,100,1,12,2.4,0,0,0,0,0,0,0,0,0,0,0,1
15,12,0,6,0,1.014,100,1,12,2.4,0,0,0,0,0,0,0,0,0,0,0,1
15,155,0.05,80,-50,1.014,100,1,155,54.3,0,0,0,0,0,0,0,0,0,0,0,1
16,155,25.22,80,-50,1.017,100,1,155,54.3,0,0,0,0,0,0,0,0,0,0,0,1
18,400,137.4,200,-50,1.05,100,1,400,100,0,0,0,0,0,0,0,0,0,0,0,1
21,400,108.2,200,-50,1.05,100,1,400,100,0,0,0,0,0,0,0,0,0,0,0,1
22,50,-4.96,16,-10,1.05,100,1,50,10,0,0,0,0,0,0,0,0,0,0,0,1
22,50,-4.96,16,-10,1.05,100,1,50,10,0,0,0,0,0,0,0,0,0,0,0,1
22,50,-4.96,16,-10,1.05,100,1,50,10,0,0,0,0,0,0,0,0,0,0,0,1
22,50,-4.96,16,-10,1.05,100,1,50,10,0,0,0,0,0,0,0,0,0,0,0,1
22,50,-4.96,16,-10,1.05,100,1,50,10,0,0,0,0,0,0,0,0,0,0,0,1
22,50,-4.96,16,-10,1.05,100,1,50,10,0,0,0,0,0,0,0,0,0,0,0,1
23,155,31.79,80,-50,1.05,100,1,155,54.3,0,0,0,0,0,0,0,0,0,0,0,1
23,155,31.79,80,-50,1.05,100,1,155,54.3,0,0,0,0,0,0,0,0,0,0,0,1
23,350,71.78,150,-25,1.05,100,1,350,140,0,0,0,0,0,0,0,0,0,0,0,1
1,10,0,10,0,1.035,100,1,20,16,0,0,0,0,0,0,0,0,0,0,0,2
1,10,0,10,0,1.035,100,1,20,16,0,0,0,0,0,0,0,0,0,0,0,2
1,76,14.1,30,-25,1.035,100,1,76,15.2,0,0,0,0,0,0,0,0,0,0,0,2
2,10,0,10,0,1.035,100,1,20,16,0,0,0,0,0,0,0,0,0,0,0,2
2,10,0,10,0,1.035,100,1,20,16,0,0,0,0,0,0,0,0,0,0,0,2
2,76,7,30,-25,1.035,100,1,76,15.2,0,0,0,0,0,0,0,0,0,0,0,2
2,76,7,30,-25,1.035,100,1,76,15.2,0,0,0,0,0,0,0,0,0,0,0,2
7,80,17.2,60,0,1.025,100,1,100,25,0,0,0,0,0,0,0,0,0,0,0,2
7,80,17.2,60,0,1.025,100,1,100,25,0,0,0,0,0,0,0,0,0,0,0,2
7,80,17.2,60,0,1.025,100,1,100,25,0,0,0,0,0,0,0,0,0,0,0,2
13,95.1,40.7,80,0,1.02,100,1,197,69,0,0,0,0,0,0,0,0,0,0,0,2
13,95.1,40.7,80,0,1.02,100,1,197,69,0,0,0,0,0,0,0,0,0,0,0,2
13,95.1,40.7,80,0,1.02,100,1,197,69,0,0,0,0,0,0,0,0,0,0,0,2
