1,2,108,22,0,0,11,1.035,0,138,1,1.05,0.95,1
2,2,97,20,0,0,11,1.035,0,138,1,1.05,0.95,1
3,1,180,37,0,0,11,1,0,138,1,1.05,0.95,1
4,1,74,15,0,0,11,1,0,138,1,1.05,0.95,1
5,1,71,14,0,0,11,1,0,138,1,1.05,0.95,1
6,1,136,28,0,1,12,1,0,138,1,1.05,0.95,1
7,2,125,25,0,0,12,1.025,0,138,1,1.05,0.95,1
8,1,171,35,0,0,12,1,0,138,1,1.05,0.95,1
9,1,175,36,0,0,11,1,0,138,1,1.05,0.95,1
10,1,195,40,0,0,12,1,0,138,1,1.05,0.95,1
11,1,0,0,0,0,13,1,0,230,1,1.05,0.95,1
12,1,0,0,0,0,13,1,0,230,1,1.05,0.95,1
13,3,265,54,0,0,13,1.02,0,230,1,1.05,0.95,1
14,2,194,39,0,0,13,0.98,0,230,1,1.05,0.95,1
15,2,317,64,0,0,14,1.014,0,230,1,1.05,0.95,1
16,2,100,20,0,0,14,1.017,0,230,1,1.05,0.95,1
17,1,0,0,0,0,14,1,0,230,1,1.05,0.95,1
18,2,333,68,0,0,14,1.05,0,230,1,1.05,0.95,1
19,1,181,37,0,0,13,1,0,230,1,1.05,0.95,1
20,1,128,26,0,0,13,1,0,230,1,1.05,0.95,1
21,2,0,0,0,0,14,1.05,0,230,1,1.05,0.95,1
22,2,0,0,0,0,14,1.05,0,230,1,1.05,0.95,1
23,1,0,0,0,0,13,1.05,0,230,1,1.05,0.95,1
24,1,0,0,0,0,14,1,0,230,1,1.05,0.95,1
1,2,108,22,0,0,11,1.035,0,138,2,1.05,0.95,2
2,2,97,20,0,0,11,1.035,0,138,2,1.05,0.95,2
3,1,180,37,0,0,11,1,0,138,2,1.05,0.95,2
4,1,74,15,0,0,11,1,0,138,2,1.05,0.95,2
5,1,71,14,0,0,11,1,0,138,2,1.05,0.95,2
6,1,136,28,0,1,12,1,0,138,2,1.05,0.95,2
7,2,125,25,0,0,12,1.025,0,138,2,1.05,0.95,2
8,1,171,35,0,0,12,1,0,138,2,1.05,0.95,2
9,1,175,36,0,0,11,1,0,138,2,1.05,0.95,2
10,1,195,40,0,0,12,1,0,138,2,1.05,0.95,2
11,1,0,0,0,0,13,1,0,230,2,1.05,0.95,2
12,1,0,0,0,0,13,1,0,230,2,1.05,0.95,2
13,3,265,54,0,0,13,1.02,0,230,2,1.05,0.95,2
14,2,194,39,0,0,13,0.98,0,230,2,1.05,0.95,2
15,2,317,64,0,0,14,1.014,0,230,2,1.05,0.95,2
16,2,100,20,0,0,14,1.017,0,230,2,1.05,0.95,2
17,1,0,0,0,0,14,1,0,230,2,1.05,0.95,2
18,2,333,68,0,0,14,1.05,0,230,2,1.05,0.95,2
19,1,181,37,0,0,13,1,0,230,2,1.05,0.95,2
20,1,128,26,0,0,13,1,0,230,2,1.05,0.95,2
21,2,0,0,0,0,14,1.05,0,230,2,1.05,0.95,2
22,2,0,0,0,0,14,1.05,0,230,2,1.05,0.95,2
23,2,0,0,0,0,13,1.05,0,230,2,1.05,0.95,2
24,1,0,0,0,0,14,1,0,230,2,1.05,0.95,2
1,1,0,0,0,0,14,1,0,230,3,1.05,0.95,3
2,3,0,0,0,0,14,1.025,0,230,3,1.05,0.95,3
