1,1,97.6,44.2,0,0,2,1,0,345,1,1.06,0.94,1
2,1,0,0,0,0,2,1,0,345,1,1.06,0.94,1
3,1,322,2.4,0,0,2,1,0,345,1,1.06,0.94,1
4,1,500,184,0,0,1,1,0,345,1,1.06,0.94,1
5,1,0,0,0,0,1,1,0,345,1,1.06,0.94,1
6,1,0,0,0,0,1,1,0,345,1,1.06,0.94,1
7,1,233.8,84,0,0,1,1,0,345,1,1.06,0.94,1
8,1,522,176.6,0,0,1,1,0,345,1,1.06,0.94,1
9,1,6.5,-66.6,0,0,1,1,0,345,1,1.06,0.94,1
10,1,0,0,0,0,1,1,0,345,1,1.06,0.94,1
11,1,0,0,0,0,1,1,0,345,1,1.06,0.94,1
12,1,8.53,88,0,0,1,1,0,345,1,1.06,0.94,1
13,1,0,0,0,0,1,1,0,345,1,1.06,0.94,1
14,1,0,0,0,0,1,1,0,345,1,1.06,0.94,1
15,1,320,153,0,0,3,1,0,345,1,1.06,0.94,1
16,1,329,32.3,0,0,3,1,0,345,1,1.06,0.94,1
17,1,0,0,0,0,2,1,0,345,1,1.06,0.94,1
18,1,158,30,0,0,2,1,0,345,1,1.06,0.94,1
19,1,0,0,0,0,3,1,0,345,1,1.06,0.94,1
20,1,680,103,0,0,3,1,0,345,1,1.06,0.94,1
21,1,274,115,0,0,3,1,0,345,1,1.06,0.94,1
22,1,0,0,0,0,3,1,0,345,1,1.06,0.94,1
23,1,247.5,84.6,0,0,3,1,0,345,1,1.06,0.94,1
24,1,308.6,-92.2,0,0,3,1,0,345,1,1.06,0.94,1
25,1,224,47.2,0,0,2,1,0,345,1,1.06,0.94,1
26,1,139,17,0,0,2,1,0,345,1,1.06,0.94,1
27,1,281,75.5,0,0,2,1,0,345,1,1.06,0.94,1
28,1,206,27.6,0,0,3,1,0,345,1,1.06,0.94,1
29,1,283.5,26.9,0,0,3,1,0,345,1,1.06,0.94,1
30,2,0,0,0,0,2,1,0,345,1,1.06,0.94,1
31,3,9.2,4.6,0,0,1,1,0,345,1,1.06,0.94,1
32,2,0,0,0,0,1,1,0,345,1,1.06,0.94,1
33,2,0,0,0,0,3,1,0,345,1,1.06,0.94,1
34,2,0,0,0,0,3,1,0,345,1,1.06,0.94,1
35,2,0,0,0,0,3,1,0,345,1,1.06,0.94,1
36,2,0,0,0,0,3,1,0,345,1,1.06,0.94,1
37,2,0,0,0,0,2,1,0,345,1,1.06,0.94,1
38,2,0,0,0,0,3,1,0,345,1,1.06,0.94,1
39,2,1104,250,0,0,1,1,0,345,1,1.06,0.94,1
